Year,Team,W,L,W/L%,GB,PS/G,PA/G,SRS,Playoffs,Losing_season
2021,Chicago Bulls,31,41,.431,18.0,110.7,111.6,-0.94,N,Y
2021,Toronto Raptors,27,45,.375,22.0,111.3,111.7,-0.54,N,Y
2021,Cleveland Cavaliers,22,50,.306,27.0,103.8,112.3,-8.19,N,Y
2021,Orlando Magic,21,51,.292,28.0,104.0,113.3,-9.02,N,Y
2021,Detroit Pistons,20,52,.278,29.0,106.6,111.1,-4.38,N,Y
2021,Utah Jazz,52,20,.722,—,116.4,107.2,8.97,Y,N
2021,Phoenix Suns,51,21,.708,1.0,115.3,109.5,5.67,Y,N
2021,Denver Nuggets,47,25,.653,5.0,115.1,110.1,4.82,Y,N
2021,Los Angeles Clippers,47,25,.653,5.0,114.0,107.8,6.02,Y,N
2021,Dallas Mavericks,42,30,.583,10.0,112.4,110.2,2.26,Y,N
2021,Portland Trail Blazers,42,30,.583,10.0,116.1,114.3,1.81,Y,N
2021,Los Angeles Lakers,42,30,.583,10.0,109.5,106.8,2.77,Y,N
2021,Golden State Warriors,39,33,.542,13.0,113.7,112.7,1.10,N,N
2021,Memphis Grizzlies,38,34,.528,14.0,113.3,112.3,1.07,Y,N
2021,San Antonio Spurs,33,39,.458,19.0,111.1,112.8,-1.58,N,Y
2021,New Orleans Pelicans,31,41,.431,21.0,114.6,114.9,-0.20,N,Y
2021,Sacramento Kings,31,41,.431,21.0,113.7,117.4,-3.45,N,Y
2021,Minnesota Timberwolves,23,49,.319,29.0,112.1,117.7,-5.25,N,Y
2021,Oklahoma City Thunder,22,50,.306,30.0,105.0,115.6,-10.13,N,Y
2021,Houston Rockets,17,55,.236,35.0,108.8,116.7,-7.50,N,Y
2022,Miami Heat,53,29,.646,—,110.0,105.6,4.23,Y,N
2022,Boston Celtics,51,31,.622,2.0,111.8,104.5,7.02,Y,N
2022,Milwaukee Bucks,51,31,.622,2.0,115.5,112.1,3.22,Y,N
2022,Philadelphia 76ers,51,31,.622,2.0,109.9,107.3,2.57,Y,N
2022,Toronto Raptors,48,34,.585,5.0,109.4,107.1,2.38,Y,N
2022,Chicago Bulls,46,36,.561,7.0,111.6,112.0,-0.38,Y,N
2022,Brooklyn Nets,44,38,.537,9.0,112.9,112.1,0.82,Y,N
2022,Cleveland Cavaliers,44,38,.537,9.0,107.8,105.7,2.04,N,N
2022,Atlanta Hawks,43,39,.524,10.0,113.9,112.4,1.55,Y,N
2022,Charlotte Hornets,43,39,.524,10.0,115.3,114.9,0.53,N,N
2022,New York Knicks,37,45,.451,16.0,106.5,106.6,-0.01,N,Y
2022,Washington Wizards,35,47,.427,18.0,108.6,112.0,-3.23,N,Y
2022,Indiana Pacers,25,57,.305,28.0,111.5,114.9,-3.26,N,Y
2022,Detroit Pistons,23,59,.280,30.0,104.8,112.5,-7.36,N,Y
2022,Orlando Magic,22,60,.268,31.0,104.2,112.2,-7.67,N,Y
2022,Phoenix Suns,64,18,.780,—,114.8,107.3,6.94,Y,N
2022,Memphis Grizzlies,56,26,.683,8.0,115.6,109.9,5.37,Y,N
2022,Golden State Warriors,53,29,.646,11.0,111.0,105.5,5.52,Y,N
2022,Dallas Mavericks,52,30,.634,12.0,108.0,104.7,3.12,Y,N
2022,Utah Jazz,49,33,.598,15.0,113.6,107.6,5.67,Y,N
2022,Denver Nuggets,48,34,.585,16.0,112.7,110.4,2.16,Y,N
2022,Minnesota Timberwolves,46,36,.561,18.0,115.9,113.3,2.53,Y,N
2022,Los Angeles Clippers,42,40,.512,22.0,108.4,108.4,0.09,N,N
2022,New Orleans Pelicans,36,46,.439,28.0,109.3,110.3,-0.84,Y,Y
2022,San Antonio Spurs,34,48,.415,30.0,113.2,113.0,0.02,N,Y
2022,Los Angeles Lakers,33,49,.402,31.0,112.1,115.1,-3.08,N,Y
2022,Sacramento Kings,30,52,.366,34.0,110.3,115.8,-5.26,N,Y
2022,Portland Trail Blazers,27,55,.329,37.0,106.2,115.1,-8.55,N,Y
2022,Oklahoma City Thunder,24,58,.293,40.0,103.7,111.8,-7.90,N,Y
2022,Houston Rockets,20,62,.244,44.0,109.7,118.2,-8.26,N,Y
